,a/c,a/t,c/b,phi,F,Mg
14581,1.4,0.8,0.01,1.051,0.80722,0.90564
8427,0.65,0.5,0.2,0.90488,1.1254,1.18287
3607,0.4,0.2,0.15,2.39049,0.97029,1.12296
11396,1.0,0.5,0.1,2.10515,1.09008,1.08672
9643,0.8,0.2,0.2,0.61521,1.02166,1.08884
12430,1.1,0.8,0.05,2.85287,1.21784,1.22065
14862,1.5,0.3,0.15,2.23644,0.76647,0.84801
15968,1.6,0.7,0.05,1.19626,0.68319,0.82327
17639,1.9,0.2,0.2,2.98773,0.82267,0.82212
11543,1.0,0.6,0.2,2.09579,1.12202,1.10537
17970,1.9,0.6,0.05,2.24739,0.65038,0.75098
1727,0.3,0.2,0.01,0.75407,0.96743,1.14115
17922,1.9,0.5,0.15,1.3504,0.56001,0.74436
16530,1.7,0.6,0.01,0.45231,0.80831,0.8357
79,0.2,0.2,0.15,2.40172,0.96677,1.16047
7009,0.55,0.8,0.1,2.39888,1.25559,1.40713
45,0.2,0.2,0.1,0.42274,0.79423,1.18385
7779,0.6,0.7,0.15,1.35713,1.23017,1.22712
11950,1.1,0.3,0.2,0.14756,1.11886,1.11161
7354,0.6,0.4,0.05,0.5856,1.02496,1.1865
9363,0.7,0.7,0.01,2.70263,1.16574,1.33454
14378,1.4,0.6,0.01,2.10641,0.7905,0.88454
16965,1.8,0.3,0.05,2.70836,0.76416,0.78902
8909,0.7,0.2,0.15,0.74542,1.00302,1.08411
13018,1.2,0.7,0.01,2.85151,1.10517,1.11214
1268,0.25,0.5,0.1,1.19733,1.38537,1.42789
13023,1.2,0.7,0.05,0.4494,1.05916,1.07384
18686,2.0,0.6,0.1,2.55283,0.70239,0.74736
13625,1.3,0.5,0.2,2.55477,0.94272,0.96272
12681,1.2,0.3,0.15,2.69893,0.98708,0.99725
13460,1.3,0.4,0.05,2.99529,1.02149,1.02309
7253,0.6,0.3,0.1,1.22853,1.08884,1.10735
11046,1.0,0.2,0.05,0.0211,1.18175,1.18139
1470,0.25,0.7,0.01,0.06677,1.02569,2.01841
15201,1.5,0.6,0.2,2.69952,0.90101,0.91175
10589,0.9,0.4,0.2,0.74554,1.08534,1.10408
4688,0.45,0.4,0.01,0.76151,1.05975,1.21318
3616,0.4,0.2,0.2,0.59596,0.92077,1.13499
7031,0.55,0.8,0.15,2.55326,1.25395,1.46211
14171,1.4,0.4,0.01,2.5548,0.86699,0.90296
18427,2.0,0.4,0.01,1.51715,0.50916,0.7185
2770,0.35,0.2,0.5,2.81289,0.82472,1.17504
1473,0.25,0.7,0.01,0.45793,1.2485,1.77319
3535,0.4,0.2,0.01,1.03936,1.04568,1.11116
3226,0.35,0.6,0.15,1.9471,1.36571,1.39771
14996,1.5,0.5,0.01,0.29805,0.90571,0.91687
3241,0.35,0.6,0.2,1.04085,1.34479,1.41164
9664,0.8,0.3,0.01,0.60987,1.02517,1.09864
11405,1.0,0.5,0.15,0.30457,1.19481,1.18651
10124,0.8,0.7,0.1,0.29665,1.22272,1.34525
11137,1.0,0.3,0.01,1.05082,1.05456,1.05454
8284,0.65,0.4,0.15,1.49144,1.12994,1.12468
9293,0.7,0.6,0.1,1.6537,1.16213,1.15884
1563,0.25,0.7,0.2,1.35358,1.65127,1.64083
4967,0.45,0.6,0.05,1.66087,1.2926,1.2935
1005,0.25,0.3,0.05,2.67374,0.86782,1.22286
2569,0.3,0.8,0.15,1.04483,1.56757,1.65446
17069,1.8,0.4,0.05,2.54198,0.73526,0.78194
8096,0.65,0.3,0.01,1.68158,1.09408,1.096
18884,2.0,0.8,0.15,0.74878,0.68087,0.74915
17595,1.9,0.2,0.1,2.71752,0.74124,0.76489
8917,0.7,0.2,0.15,1.96077,1.05067,1.068
17965,1.9,0.6,0.05,1.49344,0.53999,0.74077
3465,0.35,0.8,0.15,0.05268,1.28947,2.14478
1106,0.25,0.4,0.01,2.10774,1.2227,1.31179
7930,0.6,0.8,0.2,1.95717,1.25886,1.26367
8054,0.65,0.2,0.2,1.61686,1.08343,1.07841
7967,0.65,0.2,0.01,1.2426,1.0633,1.07986
8591,0.65,0.7,0.01,0.30952,1.18509,1.42663
14438,1.4,0.6,0.15,1.64511,0.75466,0.88431
1792,0.3,0.2,0.15,1.06646,1.06873,1.13135
12927,1.2,0.6,0.05,1.79418,0.89184,0.97086
15080,1.5,0.5,0.2,0.29805,0.92195,0.9218
12097,1.1,0.5,0.05,0.14442,1.16474,1.16489
8892,0.7,0.2,0.1,1.348,1.05801,1.06339
15790,1.6,0.5,0.1,2.84439,0.87319,0.88226
6241,0.55,0.2,0.1,0.62114,0.96188,1.12135
2411,0.3,0.7,0.05,2.53896,1.32007,1.67691
7294,0.6,0.3,0.2,1.03253,1.07132,1.11348
13567,1.3,0.5,0.1,0.15485,1.04534,1.04466
2067,0.3,0.4,0.15,1.35149,1.2654,1.27229
172,0.2,0.3,0.1,0.58407,0.94181,1.23853
9280,0.7,0.6,0.05,2.85108,1.13536,1.32827
11793,1.1,0.2,0.05,1.80614,0.94656,0.98964
8533,0.65,0.6,0.15,1.05684,1.17033,1.20502
13788,1.3,0.7,0.1,1.79717,0.82509,0.92872
7578,0.6,0.5,0.3,2.68512,1.08125,1.25995
3844,0.4,0.4,0.15,0.15253,0.90989,1.39033
13876,1.3,0.8,0.05,2.39906,0.93229,0.9805
2484,0.3,0.7,0.3,0.89209,1.48183,1.59107
1698,0.25,0.8,0.2,2.70091,1.38445,1.95305
6182,0.5,0.8,0.3,1.21113,1.34945,1.32086
11641,1.0,0.7,0.2,1.04531,1.1403,1.12055
13220,1.3,0.2,0.01,1.6337,0.79232,0.90276
15148,1.5,0.6,0.1,1.05048,0.75329,0.85934
8439,0.65,0.5,0.2,2.69136,1.08102,1.2502
17262,1.8,0.6,0.05,0.0128,0.86378,0.86301
16531,1.7,0.6,0.01,0.60439,0.77289,0.82008
2178,0.3,0.5,0.1,2.23983,1.24641,1.38389
14557,1.4,0.7,0.2,0.60366,0.92036,0.9441
5767,0.5,0.5,0.15,1.95828,1.1931,1.21884
4894,0.45,0.5,0.2,0.1243,1.02241,1.48332
7227,0.6,0.3,0.05,0.47745,0.97664,1.16373
14690,1.5,0.2,0.01,1.64397,0.68264,0.83466
10254,0.8,0.8,0.15,0.90185,1.18387,1.21514
10190,0.8,0.8,0.01,0.75104,1.17887,1.24348
6413,0.55,0.3,0.2,1.22969,1.1004,1.11466
17538,1.9,0.2,0.01,0.45903,0.73012,0.75859
6737,0.55,0.6,0.05,2.543,1.12988,1.3268
11991,1.1,0.4,0.05,0.01076,1.14503,1.14433
9614,0.8,0.2,0.1,2.55728,1.01422,1.08867
11087,1.0,0.2,0.1,2.99385,1.15364,1.15222
10646,0.9,0.5,0.05,2.99725,1.19592,1.25811
15697,1.6,0.4,0.15,1.50006,0.64904,0.81483
876,0.25,0.2,0.1,2.22709,1.03204,1.14756
3430,0.35,0.8,0.05,1.04929,1.46416,1.55497
15245,1.5,0.7,0.05,2.99791,0.99633,0.99811
786,0.2,0.8,0.2,1.34867,1.88569,1.87052
4460,0.45,0.2,0.1,1.16318,1.0683,1.10331
1174,0.25,0.4,0.15,2.86124,0.85124,1.39841
12172,1.1,0.5,0.2,1.94627,0.99587,1.02441
10789,0.9,0.6,0.15,2.40521,1.13608,1.15806
14871,1.5,0.3,0.2,0.4568,0.86256,0.881
9025,0.7,0.3,0.2,2.40165,1.02519,1.10398
7134,0.6,0.2,0.1,2.30004,1.01243,1.09931
8646,0.65,0.7,0.1,2.26568,1.19044,1.26812
9338,0.7,0.6,0.2,2.10384,1.15686,1.18064
14612,1.4,0.8,0.05,2.55024,0.91452,0.95189
15100,1.5,0.6,0.01,0.15327,0.97024,0.97337
7727,0.6,0.7,0.01,3.01337,1.22835,1.57441
8415,0.65,0.5,0.15,2.23628,1.12029,1.18386
1900,0.3,0.3,0.05,1.48907,1.18731,1.18857
8735,0.65,0.8,0.01,2.98777,1.30112,1.60107
325,0.2,0.4,0.2,1.49288,1.38554,1.37384
10613,0.9,0.5,0.01,1.2014,1.08845,1.09526
6005,0.5,0.7,0.1,3.01227,1.2085,1.6811
7090,0.6,0.2,0.01,1.99257,1.05595,1.08632
15386,1.5,0.8,0.15,2.09772,0.76907,0.86962
17975,1.9,0.6,0.05,2.99505,0.83862,0.8411
7870,0.6,0.8,0.05,2.40037,1.23244,1.36996
13387,1.3,0.3,0.15,1.49566,0.80089,0.90847
6414,0.55,0.3,0.2,1.35541,1.11282,1.11355
4589,0.45,0.3,0.05,1.64796,1.13495,1.13577
15503,1.6,0.2,0.2,0.76578,0.76375,0.82872
12498,1.2,0.2,0.01,0.43781,0.97,0.98378
18470,2.0,0.4,0.1,1.65899,0.51667,0.7247
8737,0.65,0.8,0.05,0.15326,1.30958,1.60966
13498,1.3,0.4,0.15,2.40376,0.8956,0.93728
4088,0.4,0.6,0.1,2.09734,1.29091,1.36513
7117,0.6,0.2,0.05,2.9089,0.9422,1.18885
13766,1.3,0.7,0.05,1.65588,0.81267,0.92444
4948,0.45,0.6,0.01,1.9528,1.26626,1.30395
2593,0.3,0.8,0.2,1.50016,1.577,1.54752
18459,2.0,0.4,0.1,0.01813,0.79899,0.79707
16368,1.7,0.4,0.1,1.35994,0.61746,0.78727
14284,1.4,0.5,0.05,0.60707,0.87644,0.91462
6674,0.55,0.5,0.2,2.57182,1.07778,1.26242
8883,0.7,0.2,0.1,0.01912,1.02011,1.21764
5808,0.5,0.5,0.3,1.7869,1.23001,1.20624
6010,0.5,0.7,0.15,0.60852,1.21137,1.43007
7552,0.6,0.5,0.2,1.96575,1.16285,1.17741
10453,0.9,0.3,0.1,2.40911,1.05481,1.08248
17268,1.8,0.6,0.05,0.9057,0.674,0.77432
18384,2.0,0.3,0.15,1.3342,0.53436,0.72439
2743,0.35,0.2,0.3,1.96836,1.08828,1.11479
13385,1.3,0.3,0.15,1.2045,0.82,0.91152
6227,0.55,0.2,0.05,1.61648,1.08605,1.08611
3155,0.35,0.6,0.01,0.74979,1.24534,1.45948
10466,0.9,0.3,0.15,1.19279,1.06239,1.06492
2737,0.35,0.2,0.3,1.0409,1.05971,1.11658
2392,0.3,0.7,0.01,2.85168,1.15222,1.80952
1385,0.25,0.6,0.05,3.01136,0.99117,1.87193
8949,0.7,0.3,0.05,0.44633,0.99559,1.13785
831,0.25,0.2,0.01,1.79005,1.12949,1.14236
11648,1.0,0.7,0.2,2.0955,1.1396,1.11986
12703,1.2,0.3,0.2,2.85951,1.02808,1.02659
6892,0.55,0.7,0.15,0.60227,1.19776,1.39253
9891,0.8,0.5,0.05,0.00406,1.1756,1.31334
14450,1.4,0.6,0.2,0.30256,0.98341,0.97964
767,0.2,0.8,0.15,1.65269,1.87143,1.8536
2936,0.35,0.4,0.05,2.54371,1.01435,1.27426
4391,0.4,0.8,0.3,0.31208,1.28862,1.76016
13798,1.3,0.7,0.15,0.14975,1.11112,1.10282
18355,2.0,0.3,0.1,0.15125,0.78722,0.78914
8973,0.7,0.3,0.1,0.90517,1.04334,1.09927
12966,1.2,0.6,0.15,1.3467,0.89926,0.97164
216,0.2,0.3,0.2,0.90098,1.11152,1.23839
8826,0.65,0.8,0.3,0.89315,1.26886,1.29265
11896,1.1,0.3,0.05,1.50817,0.95227,0.99808
9475,0.7,0.8,0.05,0.60304,1.20451,1.33774
18554,2.0,0.5,0.05,1.64379,0.5133,0.72249
869,0.25,0.2,0.1,1.18523,1.10474,1.14332
3989,0.4,0.5,0.15,3.01898,0.9935,1.53074
5101,0.45,0.7,0.05,2.82993,1.15987,1.59635
323,0.2,0.4,0.2,1.2092,1.33559,1.36539
15792,1.6,0.5,0.15,0.01227,0.92575,0.91934
13731,1.3,0.6,0.2,2.69463,0.99154,0.99639
5577,0.5,0.4,0.01,1.79439,1.15662,1.16751
11511,1.0,0.6,0.15,0.44438,1.19833,1.18834
462,0.2,0.6,0.01,0.04009,0.90169,1.99719
9631,0.8,0.2,0.15,1.9395,1.0506,1.0603
15916,1.6,0.6,0.15,2.85336,0.89642,0.90024
8547,0.65,0.6,0.2,0.03735,1.23622,1.50987
11418,1.0,0.5,0.15,2.25435,1.10756,1.09987
8130,0.65,0.3,0.1,0.4714,0.99556,1.15836
9653,0.8,0.2,0.2,2.10807,1.04601,1.06694
17022,1.8,0.3,0.2,1.79846,0.59294,0.76857
17266,1.8,0.6,0.05,0.60312,0.74616,0.79386
2582,0.3,0.8,0.15,2.99732,1.29513,2.22991
6744,0.55,0.6,0.1,0.45851,1.1137,1.36303
3802,0.4,0.4,0.05,0.15253,0.9077,1.39387
1202,0.25,0.4,0.3,0.74546,1.12681,1.3142
3927,0.4,0.5,0.05,0.06277,0.99709,1.56729
2133,0.3,0.5,0.01,1.80096,1.35149,1.36794
6486,0.55,0.4,0.05,2.67387,0.99714,1.2206
11457,1.0,0.6,0.01,1.79582,1.08708,1.08704
11988,1.1,0.4,0.01,2.69356,1.05144,1.06015
4506,0.45,0.2,0.2,1.82585,1.09147,1.10032
10055,0.8,0.6,0.15,2.54689,1.13683,1.21021
4960,0.45,0.6,0.05,0.59293,1.14519,1.39575
2775,0.35,0.3,0.01,0.43494,0.87681,1.20718
3026,0.35,0.5,0.01,0.3,0.96283,1.44128
3131,0.35,0.5,0.3,0.3,0.97922,1.42498
7455,0.6,0.5,0.01,0.04612,1.11598,1.43932
18398,2.0,0.3,0.2,0.31003,0.75941,0.76754
2739,0.35,0.2,0.3,1.35955,1.11606,1.11455
14864,1.5,0.3,0.15,2.55326,0.82843,0.86461
12530,1.2,0.2,0.05,2.11041,0.89197,0.95033
17508,1.8,0.8,0.15,2.2534,0.69561,0.78696
15156,1.5,0.6,0.1,2.25303,0.78321,0.86399
10644,0.9,0.5,0.05,2.69503,1.12679,1.17419
1922,0.3,0.3,0.1,1.65216,1.19096,1.19055
11451,1.0,0.6,0.01,0.89498,1.1101,1.11006
14515,1.4,0.7,0.1,0.60366,0.90688,0.94258
2304,0.3,0.6,0.1,2.2558,1.34146,1.49674
5972,0.5,0.7,0.05,1.21263,1.27485,1.30463
6977,0.55,0.8,0.05,0.74248,1.25166,1.40804
13634,1.3,0.6,0.01,0.75348,0.90822,0.95764
5798,0.5,0.5,0.3,0.29916,1.03414,1.34174
12577,1.2,0.2,0.15,2.8447,1.00731,1.01119
9021,0.7,0.3,0.2,1.79681,1.08468,1.08365
1194,0.25,0.4,0.2,2.71237,0.91852,1.32066
8775,0.65,0.8,0.1,2.70006,1.23471,1.44134
10565,0.9,0.4,0.15,0.30389,1.11991,1.16784
2983,0.35,0.4,0.2,0.14837,0.88392,1.42651
13470,1.3,0.4,0.1,1.34139,0.80923,0.91236
3962,0.4,0.5,0.1,2.10417,1.21736,1.2902
18068,1.9,0.7,0.05,1.20362,0.5813,0.74444
11810,1.1,0.2,0.1,1.19052,0.95627,0.99459
12846,1.2,0.5,0.1,2.2447,0.93206,0.97841
17578,1.9,0.2,0.1,0.15329,0.80573,0.80816
17023,1.8,0.3,0.2,1.94966,0.61725,0.76886
15510,1.6,0.2,0.2,1.81635,0.66562,0.81952
1066,0.25,0.3,0.2,2.40787,1.03174,1.22851
13559,1.3,0.5,0.05,2.10597,0.84893,0.92808
5455,0.5,0.3,0.01,2.38591,1.0094,1.14558
14742,1.5,0.2,0.15,0.02629,0.94549,0.94295
2633,0.35,0.2,0.01,1.17237,1.07601,1.11479
17375,1.8,0.7,0.05,1.20574,0.61029,0.76813
5586,0.5,0.4,0.05,0.06287,0.99053,1.39584
14255,1.4,0.4,0.2,2.5548,0.88136,0.90888
17756,1.9,0.4,0.01,1.65704,0.53832,0.73846
3121,0.35,0.5,0.2,1.94922,1.28935,1.31468
2024,0.3,0.4,0.05,1.19192,1.2318,1.27265
1884,0.3,0.3,0.01,2.24996,1.07109,1.19705
7340,0.6,0.4,0.01,1.64931,1.13078,1.13187
11510,1.0,0.6,0.15,0.29439,1.2403,1.22996
13481,1.3,0.4,0.1,2.99529,1.02221,1.02191
306,0.2,0.4,0.15,1.80547,1.36092,1.37151
9252,0.7,0.6,0.01,1.79765,1.1548,1.16233
15564,1.6,0.3,0.1,0.46024,0.81767,0.84271
2298,0.3,0.6,0.1,1.35583,1.45261,1.46261
7034,0.55,0.8,0.15,2.98989,1.30524,1.71822
2470,0.3,0.7,0.2,1.94282,1.52341,1.54574
1564,0.25,0.7,0.2,1.50292,1.66284,1.6358
292,0.2,0.4,0.1,2.85118,0.83097,1.41217
7420,0.6,0.4,0.2,1.05638,1.10922,1.14546
11198,1.0,0.3,0.15,0.75055,1.07915,1.07465
17355,1.8,0.7,0.01,1.35068,0.57952,0.758
7159,0.6,0.2,0.15,2.9089,0.94764,1.19276
1461,0.25,0.6,0.3,1.7933,1.56616,1.53148
10859,0.9,0.7,0.1,0.29707,1.24843,1.30377
1013,0.25,0.3,0.1,0.73337,1.02951,1.23293
14592,1.4,0.8,0.01,2.6956,0.95447,0.9775
2140,0.3,0.5,0.01,2.85136,0.94674,1.48648
16314,1.7,0.3,0.2,2.70677,0.80516,0.82422
5941,0.5,0.6,0.3,2.85545,1.11239,1.44113
7440,0.6,0.4,0.3,0.87954,1.09679,1.15622
170,0.2,0.3,0.1,0.30891,0.77316,1.28838
1000,0.25,0.3,0.05,1.94897,1.17652,1.21687
1452,0.25,0.6,0.3,0.45141,1.14207,1.57555
12140,1.1,0.5,0.15,0.29706,1.11947,1.11586
6762,0.55,0.6,0.15,0.04466,1.18269,1.57963
13025,1.2,0.7,0.05,0.74828,0.98621,1.02343
10064,0.8,0.6,0.2,0.74977,1.1365,1.18122
11719,1.0,0.8,0.15,0.14848,1.39431,1.3788
10780,0.9,0.6,0.15,1.04988,1.12207,1.1262
10191,0.8,0.8,0.01,0.90185,1.16847,1.21277
11110,1.0,0.2,0.2,0.14718,1.16454,1.15879
10624,0.9,0.5,0.01,2.84467,1.14606,1.20203
346,0.2,0.5,0.01,1.49541,1.52208,1.52411
11250,1.0,0.4,0.01,2.24489,1.07128,1.07125
15054,1.5,0.5,0.1,2.69949,0.87442,0.89541
14997,1.5,0.5,0.01,0.45585,0.86654,0.89155
1017,0.25,0.3,0.1,1.36325,1.20635,1.21641
7037,0.55,0.8,0.2,0.30601,1.26673,1.59656
5933,0.5,0.6,0.3,1.64065,1.28875,1.24671
6211,0.55,0.2,0.01,2.4083,0.98368,1.1108
18120,1.9,0.7,0.15,2.70247,0.77335,0.79311
12121,1.1,0.5,0.1,0.60566,1.05169,1.06373
8064,0.65,0.2,0.3,0.10219,1.0204,1.24716
13801,1.3,0.7,0.15,0.59968,0.96459,0.98906
793,0.2,0.8,0.2,2.40173,1.75719,2.07324
15447,1.6,0.2,0.05,1.81635,0.65511,0.81034
8350,0.65,0.5,0.01,1.96797,1.13759,1.16355
11148,1.0,0.3,0.01,2.69049,1.10003,1.10001
12046,1.1,0.4,0.15,1.9588,0.97698,1.01145
11344,1.0,0.5,0.01,0.60197,1.11912,1.11909
3289,0.35,0.7,0.01,1.94559,1.42081,1.46589
2542,0.3,0.8,0.1,0.14389,1.28816,2.23229
2741,0.35,0.2,0.3,1.6605,1.12359,1.11306
6179,0.5,0.8,0.3,0.74794,1.3272,1.44234
11185,1.0,0.3,0.1,1.95146,1.05582,1.05387
4169,0.4,0.7,0.01,1.65594,1.3742,1.37624
9126,0.7,0.4,0.2,1.794,1.11911,1.11508
7942,0.6,0.8,0.3,0.61543,1.27647,1.40128
14135,1.4,0.3,0.2,0.29931,0.93512,0.93834
2540,0.3,0.8,0.05,2.99732,1.28303,2.23117
17450,1.8,0.7,0.2,2.99853,0.90162,0.88914
6476,0.55,0.4,0.05,1.22171,1.12987,1.15346
8404,0.65,0.5,0.15,0.61102,1.0852,1.21813
2184,0.3,0.5,0.15,0.07559,0.90142,1.61158
2086,0.3,0.4,0.2,1.05206,1.20375,1.26973
15160,1.5,0.6,0.1,2.85168,0.92977,0.93715
4214,0.4,0.7,0.1,2.09267,1.35286,1.42821
3125,0.35,0.5,0.2,2.53331,1.10233,1.36133
3447,0.35,0.8,0.1,0.45735,1.30692,1.76669
17350,1.8,0.7,0.01,0.60434,0.7498,0.79864
12439,1.1,0.8,0.1,1.0461,1.03017,1.0614
17754,1.9,0.4,0.01,1.35392,0.55054,0.73751
637,0.2,0.7,0.1,1.05203,1.73535,1.84813
444,0.2,0.5,0.3,0.43924,1.04661,1.49657
18027,1.9,0.6,0.2,1.34816,0.5655,0.74527
17440,1.8,0.7,0.2,1.50665,0.58526,0.76984
13214,1.3,0.2,0.01,0.76644,0.868,0.91676
9817,0.8,0.4,0.1,1.49619,1.09237,1.09022
9419,0.7,0.7,0.15,1.64981,1.18239,1.17182
18317,2.0,0.3,0.01,0.74339,0.65242,0.7248
15492,1.6,0.2,0.15,2.25035,0.73066,0.81743
7247,0.6,0.3,0.1,0.27909,0.96472,1.20443
6551,0.55,0.4,0.2,3.01611,1.00358,1.32802
6584,0.55,0.5,0.01,1.66225,1.18822,1.18992
7011,0.55,0.8,0.1,2.68902,1.24031,1.51894
13699,1.3,0.6,0.15,1.04349,0.85736,0.93114
18055,1.9,0.7,0.01,2.39837,0.6899,0.76281
7339,0.6,0.4,0.01,1.50182,1.13185,1.13268
7783,0.6,0.7,0.15,1.95915,1.22685,1.2445
4432,0.45,0.2,0.05,0.12304,0.86441,1.26976
11774,1.1,0.2,0.01,2.09333,0.95924,0.99331
16775,1.7,0.8,0.1,2.54972,0.79861,0.8412
13575,1.3,0.5,0.1,1.34511,0.81717,0.92099
7369,0.6,0.4,0.05,2.88146,1.00195,1.25727
13534,1.3,0.5,0.01,1.50669,0.80148,0.91315
9299,0.7,0.6,0.1,2.55423,1.11927,1.24354
8557,0.65,0.6,0.2,1.5153,1.19653,1.1793
11568,1.0,0.7,0.01,2.70413,1.22163,1.22158
14764,1.5,0.2,0.2,0.1541,0.9333,0.93175
2815,0.35,0.3,0.1,0.18955,0.82421,1.31401
3569,0.4,0.2,0.05,3.00974,0.82603,1.27762
15003,1.5,0.5,0.01,1.35482,0.69876,0.84392
17246,1.8,0.6,0.01,0.7507,0.70944,0.78171
5604,0.5,0.4,0.05,2.7303,0.97183,1.2454
13119,1.2,0.8,0.01,2.24944,0.96177,1.01223
13517,1.3,0.4,0.2,2.09183,0.85172,0.92431
2435,0.3,0.7,0.1,2.99031,1.15798,1.99901
4679,0.45,0.3,0.3,2.57876,0.96284,1.16946
11897,1.1,0.3,0.05,1.65808,0.94922,0.99469
1896,0.3,0.3,0.05,0.89126,1.07035,1.19585
8304,0.65,0.4,0.2,1.33088,1.12656,1.12471
17233,1.8,0.5,0.2,1.95168,0.61936,0.76718
10757,0.9,0.6,0.1,0.74712,1.12638,1.15289
3550,0.4,0.2,0.05,0.13146,0.82601,1.27774
16087,1.6,0.8,0.15,0.15129,0.98061,0.97309
7902,0.6,0.8,0.15,0.88755,1.24966,1.33017
4834,0.45,0.5,0.05,0.60972,1.07985,1.30736
16016,1.6,0.7,0.15,2.09748,0.71859,0.82835
9515,0.7,0.8,0.15,0.29582,1.26625,1.46524
283,0.2,0.4,0.1,1.49288,1.37513,1.37374
12584,1.2,0.2,0.2,0.76677,0.93465,0.96777
14471,1.4,0.7,0.01,0.30239,0.98413,0.99507
12525,1.2,0.2,0.05,1.34676,0.86755,0.94497
17572,1.9,0.2,0.05,2.4165,0.67918,0.74715
13925,1.3,0.8,0.2,0.29722,1.08355,1.0716
13787,1.3,0.7,0.1,1.65588,0.81636,0.92562
18855,2.0,0.8,0.05,2.70219,0.74686,0.77364
166,0.2,0.3,0.05,2.83238,0.77301,1.2895
12440,1.1,0.8,0.1,1.19601,1.01244,1.04931
3826,0.4,0.4,0.1,0.58955,1.01026,1.25209
10817,0.9,0.7,0.01,0.29707,1.23762,1.29804
9823,0.8,0.4,0.1,2.39418,1.06256,1.11854
2202,0.3,0.5,0.15,2.71836,1.00441,1.4199
12375,1.1,0.7,0.2,0.90335,1.04993,1.06137
10413,0.9,0.3,0.01,2.70958,1.06607,1.11245
9799,0.8,0.4,0.05,1.94647,1.08245,1.0953
4968,0.45,0.6,0.05,1.79143,1.28499,1.29636
3048,0.35,0.5,0.05,0.44853,1.01457,1.38447
16800,1.7,0.8,0.2,0.00963,0.94737,0.92862
986,0.25,0.3,0.01,3.03381,0.70848,1.36135
10575,0.9,0.4,0.15,1.79479,1.08331,1.07983
11732,1.0,0.8,0.15,2.10383,1.14755,1.13478
10239,0.8,0.8,0.1,1.80237,1.15251,1.15232
8000,0.65,0.2,0.05,3.03901,1.00195,1.23797
6228,0.55,0.2,0.05,1.80096,1.07761,1.08728
14825,1.5,0.3,0.05,2.99729,0.92718,0.92943
13030,1.2,0.7,0.05,1.49451,0.88534,0.96818
15310,1.5,0.8,0.01,0.15245,1.0117,1.01492
7203,0.6,0.3,0.01,0.07999,0.99961,1.28683
17230,1.8,0.5,0.2,1.50809,0.58091,0.76805
13843,1.3,0.8,0.01,0.60192,0.96566,1.00008
4643,0.45,0.3,0.2,0.33301,0.89262,1.20975
2432,0.3,0.7,0.1,2.53896,1.32535,1.67815
6627,0.55,0.5,0.1,1.81037,1.18489,1.19312
12702,1.2,0.3,0.2,2.69893,0.99323,1.00019
4576,0.45,0.3,0.01,2.89077,0.87938,1.24159
7494,0.6,0.5,0.05,2.68512,1.05929,1.26879
10082,0.8,0.7,0.01,0.29665,1.21094,1.33802
13753,1.3,0.7,0.01,2.85419,1.04259,1.05128
6998,0.55,0.8,0.1,0.74248,1.25481,1.40635
18125,1.9,0.7,0.2,0.30342,0.81831,0.81766
13803,1.3,0.7,0.15,0.90036,0.89478,0.95236
1379,0.25,0.6,0.05,2.09908,1.4665,1.56826
10185,0.8,0.8,0.01,0.00624,1.39623,1.56095
15965,1.6,0.7,0.05,0.74525,0.78378,0.85002
6803,0.55,0.6,0.2,2.99125,1.14132,1.49712
16672,1.7,0.7,0.05,2.85308,0.86743,0.87836
3463,0.35,0.8,0.1,2.83538,1.26725,1.88038
10665,0.9,0.5,0.1,2.69503,1.13095,1.17579
13258,1.3,0.2,0.1,1.06432,0.82791,0.90799
11144,1.0,0.3,0.01,2.08998,1.05453,1.05451
7631,0.6,0.6,0.1,1.21394,1.19311,1.2131
13881,1.3,0.8,0.1,0.00618,1.13676,1.13115
15281,1.5,0.7,0.15,2.09921,0.76544,0.86647
10098,0.8,0.7,0.01,2.70207,1.18727,1.29555
7114,0.6,0.2,0.05,2.40986,0.99005,1.10411
9504,0.7,0.8,0.1,1.79706,1.18297,1.1848
15743,1.6,0.5,0.01,2.10016,0.70448,0.81951
2317,0.3,0.6,0.15,1.04724,1.39934,1.48015
1783,0.3,0.2,0.1,2.90139,0.76137,1.23985
15149,1.5,0.6,0.1,1.20722,0.72608,0.85405
2425,0.3,0.7,0.1,1.50607,1.53349,1.52832
7707,0.6,0.7,0.01,0.03597,1.28273,1.65498
16164,1.7,0.2,0.05,2.25242,0.6947,0.78725
11937,1.1,0.3,0.15,1.35843,0.95736,0.99759
17013,1.8,0.3,0.2,0.45704,0.7739,0.79644
17299,1.8,0.6,0.1,2.40447,0.71861,0.78621
1653,0.25,0.8,0.1,2.2496,1.65746,1.8509
16636,1.7,0.7,0.01,0.59925,0.78165,0.82855
10042,0.8,0.6,0.15,0.60456,1.1351,1.20704
7224,0.6,0.3,0.05,0.07999,1.00095,1.28798
11975,1.1,0.4,0.01,0.74125,1.00918,1.03017
2466,0.3,0.7,0.2,1.34678,1.53669,1.52752
15165,1.5,0.6,0.15,0.45317,0.89042,0.9082
3072,0.35,0.5,0.1,0.89291,1.20544,1.33587
426,0.2,0.5,0.2,0.9027,1.35356,1.49957
8603,0.65,0.7,0.01,2.094,1.1894,1.23655
5178,0.45,0.7,0.3,1.79531,1.36423,1.32414
9389,0.7,0.7,0.1,0.29797,1.199,1.39657
